Timestamp,Joy_LY,Joy_RY,Left_Speed,Right_Speed,Distance
2025-01-15 17:33:56,100,100,100,100,0.95
2025-01-15 17:33:56,100,100,100,100,0.98
2025-01-15 17:33:57,100,100,100,100,0.99
2025-01-15 17:33:57,100,100,100,100,0.99
2025-01-15 17:33:57,100,100,100,100,0.99
2025-01-15 17:33:57,100,100,100,100,0.98
2025-01-15 17:33:57,100,100,100,100,0.98
2025-01-15 17:33:57,100,100,100,100,0.98
2025-01-15 17:33:57,100,100,100,100,0.98
2025-01-15 17:33:57,100,100,100,100,0.96
2025-01-15 17:33:57,100,100,100,100,0.94
2025-01-15 17:33:57,100,100,100,100,0.91
2025-01-15 17:33:58,100,100,100,100,0.89
2025-01-15 17:33:58,100,100,100,100,0.86
2025-01-15 17:33:58,100,100,100,100,0.82
2025-01-15 17:33:58,100,100,100,100,0.78
2025-01-15 17:33:58,100,100,100,100,0.74
2025-01-15 17:33:58,100,100,100,100,0.71
2025-01-15 17:33:58,100,100,100,100,0.71
2025-01-15 17:33:58,100,100,87,87,0.67
2025-01-15 17:33:58,100,100,70,70,0.64
2025-01-15 17:33:58,100,100,55,55,0.60
2025-01-15 17:33:59,100,100,41,41,0.57
2025-01-15 17:33:59,100,100,24,24,0.53
2025-01-15 17:33:59,100,100,1,1,0.48
2025-01-15 17:33:59,100,100,-16,-16,0.44
2025-01-15 17:33:59,100,100,-34,-34,0.40
2025-01-15 17:33:59,100,100,-52,-52,0.36
2025-01-15 17:33:59,100,100,-52,-52,0.32
2025-01-15 17:33:59,100,100,-70,-70,0.29
2025-01-15 17:33:59,100,100,-84,-84,0.27
2025-01-15 17:33:59,100,100,-93,-93,0.25
2025-01-15 17:34:00,100,100,-100,-100,0.24
2025-01-15 17:34:00,100,100,-100,-100,0.24
2025-01-15 17:34:00,100,100,-100,-100,0.24
2025-01-15 17:34:00,100,100,-100,-100,0.24
2025-01-15 17:34:00,100,100,-100,-100,0.24
2025-01-15 17:34:00,100,100,-100,-100,0.24
2025-01-15 17:34:00,100,100,-99,-99,0.26
2025-01-15 17:34:00,100,100,-94,-94,0.27
2025-01-15 17:34:00,100,100,-89,-89,0.28
2025-01-15 17:34:01,100,100,-89,-89,0.30
2025-01-15 17:34:01,100,100,-77,-77,0.34
2025-01-15 17:34:01,100,100,-60,-60,0.38
2025-01-15 17:34:01,100,100,-43,-43,0.42
2025-01-15 17:34:01,100,100,-27,-27,0.46
2025-01-15 17:34:01,100,100,-8,-8,0.50
2025-01-15 17:34:01,100,100,9,9,0.52
2025-01-15 17:34:01,100,100,20,20,0.52
2025-01-15 17:34:01,100,100,31,31,0.55
2025-01-15 17:34:01,100,100,41,41,0.57
2025-01-15 17:34:02,100,100,42,42,0.57
2025-01-15 17:34:02,100,100,54,54,0.60
2025-01-15 17:34:02,100,100,54,54,0.61
2025-01-15 17:34:02,100,100,58,58,0.61
2025-01-15 17:34:02,100,100,59,59,0.61
2025-01-15 17:34:02,100,100,59,59,0.61
2025-01-15 17:34:02,0,0,59,59,0.61
2025-01-15 17:34:02,0,0,-40,-40,0.61
2025-01-15 17:34:02,0,0,-40,-40,0.61
2025-01-15 17:34:02,0,0,-40,-40,0.61
2025-01-15 17:34:03,0,0,-40,-40,0.61
2025-01-15 17:34:03,0,0,-40,-40,0.61
2025-01-15 17:34:03,0,0,-40,-40,0.61
2025-01-15 17:34:03,0,0,-40,-40,0.61
2025-01-15 17:34:03,0,0,-38,-38,0.62
2025-01-15 17:34:03,0,0,-35,-35,0.63
2025-01-15 17:34:03,0,0,-31,-31,0.64
2025-01-15 17:34:03,0,0,-26,-26,0.65
2025-01-15 17:34:03,0,0,-20,-20,0.67
2025-01-15 17:34:03,0,0,-13,-13,0.68
2025-01-15 17:34:04,0,0,-8,-8,0.69
2025-01-15 17:34:04,0,0,-2,-2,0.71
2025-01-15 17:34:04,0,0,0,0,0.72
2025-01-15 17:34:04,0,0,0,0,0.72
2025-01-15 17:34:04,0,0,0,0,0.73
2025-01-15 17:34:04,0,0,0,0,0.74
2025-01-15 17:34:04,0,0,0,0,0.76
2025-01-15 17:34:04,0,0,0,0,0.76
2025-01-15 17:34:04,0,0,0,0,0.77
2025-01-15 17:34:04,0,0,0,0,0.77
2025-01-15 17:34:05,0,0,0,0,0.78
2025-01-15 17:34:05,0,0,0,0,0.79
2025-01-15 17:34:05,0,0,0,0,0.79
2025-01-15 17:34:05,0,0,0,0,0.80
2025-01-15 17:34:05,0,0,0,0,0.80
2025-01-15 17:34:05,0,0,0,0,0.80
2025-01-15 17:34:05,0,0,0,0,0.81
2025-01-15 17:34:05,0,0,0,0,0.81
2025-01-15 17:34:05,0,0,0,0,0.82
2025-01-15 17:34:05,0,0,0,0,0.82
2025-01-15 17:34:06,0,0,0,0,0.82
2025-01-15 17:34:06,0,0,0,0,0.82
2025-01-15 17:34:06,0,0,0,0,0.82
2025-01-15 17:34:06,0,0,0,0,0.83
2025-01-15 17:34:06,0,0,0,0,0.83
2025-01-15 17:34:06,0,0,0,0,0.83
2025-01-15 17:34:06,0,0,0,0,0.83
2025-01-15 17:34:06,0,0,0,0,0.83
2025-01-15 17:34:06,0,0,0,0,0.83
2025-01-15 17:34:06,0,0,0,0,0.83
2025-01-15 17:34:07,0,0,0,0,0.83
2025-01-15 17:34:07,0,0,0,0,0.83
2025-01-15 17:34:07,0,0,0,0,0.84
2025-01-15 17:34:07,0,0,0,0,0.84
2025-01-15 17:34:07,0,0,0,0,0.84
2025-01-15 17:34:07,0,0,0,0,0.84
2025-01-15 17:34:07,0,0,0,0,0.84
2025-01-15 17:34:07,0,0,0,0,0.84
2025-01-15 17:34:07,0,0,0,0,0.84
2025-01-15 17:34:07,0,0,0,0,0.84
